instagram_comments,offensive,offensiveness_levels,antisemitism,apology_for_the_dictatorship,fatphobia,homophobia,partyism,racism,religious_intolerance,sexism,xenophobia,offensive_&_non-hate_speech,non-offensive,specialist_1_hate_speech,specialist_2_hate_speech,specialist_3_hate_speech
Emocionante,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Seria um presidente de verdade,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
A LUTA CONTINUA 🕊🕊L.L.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vocês nos representam🙏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Poderíamos te ter como nosso presidente. Se dependesse de mim, estaria lá. Infelizmente o povo fez essa lamentável escolha.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Feliz em ver todos vocês juntos! Em 2022, nada de vaidades pessoais. Vamos escolher a melhor chapa para retomar nosso país, certo?",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vamos continuar lutando,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Eu defendo a soberania nacional...estou com vc Haddad 👏🏾👏🏾👏🏾,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu presidente,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
"Meu presidente, é lindão!❤️🔥😍👏",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Toda foto sua com freixo aquece meu coração. Quero ver o senhor aqui no Rio, ano que vem!!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Esquerda UNIDA!!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
#Lulalivre ❤🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Não me arrependo nunca se ter votado em vc.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Salve, Ricardo Coutinho! O melhor governador da história da Paraíba!!!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Torcendo por vcs e esperança em um Brasil nos trilhos novamente 🙏🏻,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Menina democracia até volta a ter esperanças...,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Professor por favor ajude a não ter privatizações!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
O lindo com os lindos,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Turma que orgulha ! Meu sempre governador @realrcoutinho !,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
👏👏👏👏👏👏🇧🇷 o Brasil precisa de NÓS ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
A cara de um PRESIDENTE DE VERDADE!😍❤️🙌,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Lindos ,guerreiros .❤️👏👏👏",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Apoio sim,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Minhas esperanças 💚,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Fernando Haddad me representa,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Meu presidente. Me responda só uma pergunta, essa condenação que lhe impuseram, vc já conseguiu provar que é perseguição ou ainda rola...",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Gente bonita, elegante e sincera👏",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Tamos juntos, Professor não vejo a hora de um Brasil feliz de novo!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Muito orgulho por termos na Paraíba um representante do nível de @realrcoutinho,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Povo bonito 😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Deus no Controle...💕😘💜,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Um abraço gigante do tamanho da estatura política de vcs, seus lindos de luta!❤️",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Fernando voltou a ser prefeito! Cabelo tá igual!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Foi lindo!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Muito bom KKK,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Triste!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Este pessoal da Globo não se cansam de criticar o governo, tá difícil né Globo, o governo Bolsonaro da dando certo 🙏🙏🙏🙏🙏🙏🙏🙏🙏",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@bolsonarosp ajudei a eleger teu pai. Mas esse arquivamento de processos referente ao Sen. Carlos Bolsonaro ficou estranho,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Estamos juntos🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Aguardando ansiosamente.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Já me sinto assistindo!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
ESSA jornalista SIM 👏👏👏🙏🏻🙏🏻🙏🏻🇧🇷🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Esta eu não perco! O Duda é uma pessoa fantástica ❤️❤️❤️❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
POVO DO BEM BRASILEIRO VAMOS APOIAR ESSE GOVERNO AO MÁXIMO,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vou assistir com certeza 👋👋👋👋👋,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Esse sim É excelente p uma entrevista 🙏👏👏👏🇧🇷🇧🇷🇧🇷+,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@ledanagleoficial se tornou maravilhosa nesse seu novo trabalho!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Como tá as praias no nordeste ??nao vejo você falar a respeito disso!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Huuuuuu!!!! Esse tá muito lúcido !!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Leda vc esta fantástica!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vou assistir!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
OS HOMENS BOLSONARO TODOS SÃO LINDOS PUXOU O PAI,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Imperdível!!!👏👏👏👏👏🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Quando teremos a apresentação integral com som ?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Estamos com vc Eduardo. Que Deus te proteja meu irmão. 🇧🇷🤗,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Todo mundo assistindo 👏🏻👏🏻👏🏻👏🏻,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"@ledanagleoficial a melhor jornalista do país, melhor entrevistadora do YouTube! Parabéns 👏🏻",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Sempre vale a pena te ouvir!,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
"Amo a Leda, ela é incrível! Grande profissional!",False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Vai ser ótimo!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Ela é ótima jornalista🌺,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Te mandei um email, olhe",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"E o Felipe Neto decidi doar livros LGBT, para quem quiser pegar, ou seja a pessoa não é obrigada a ter acesso ao conteúdo e vira caso de polícia. O Sílvio Santos sim está errado de fazer isso com uma criança!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
É triste demais,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Nossa quantas pessoas serias aqui, q não fazem nada de errado e nunca riram de nada de errado...quantos anjos santidades...🙌👏😒",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Este é o Brasil de 2019.😱,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vai ser demais!!! Amo os comentários dele... sabe tudooo!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Gregório é uma das pessoas mais lúcidas e inteligentes que conheço.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tem muito amor nessa foto 😍,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Dois homens maravilhosos.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Com todo respeito , lindos que Deus continue te abençoando sempre 👏👏👏👏👏😘🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Não aguentoooo, amo vocês ❤️",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que maravilha! Essas conversas são serviço público!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Ahhhhh ele vai amar 💕💕💕,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Adoro!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Estarei aguardando!👏👏😘,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Lindos,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Só queria lembrar que eu escolhi o professor 🥰 que dupla,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Amo ❤️😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Dois gatos lindões , inteligentes e de esquerda! Perfeito!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Adoro!👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Saudades do que não vivemos.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Lindos! ❤️😍,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Imperdível!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Dois maravilhoso s....,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Nem acredito!!! 💞💞💞,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Oba!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Que luxo!!! Dois amores 😍😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que vontade de dar um abraço nos dois! ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Perfeitos ah 💚,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Perfeitos,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Dois homens lindos,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Muito amor numa foto,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vai ser muito bom Kkkkkk ♥️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Estou em SP no congresso de gerontecnologia. Apareça por aqui.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏👏👏👏👏👏👏👏 bravissímo!!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
😍😍😍😍onde curti mil vezes ??,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Aê num aguento! ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Amo demais 😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Ô dupla!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Seus amados🥰🥰,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Adorooooo!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
A dulpla!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Maravilhosos dms,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Dois lindos!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Amo os dois. ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
muito amor,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
A ministra é genial,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
O silêncio falou por todas as mulheres. 🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Damares vc é o exemplo de pessoa e vida 👏👏👏 ém,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏👏👏👏👏👏 Parabens Damares!!!! Você reflete a luz de Deus neste mundo,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Que absurdo gente. Espero que este indivíduo receba as penas cabíveis,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Obrigado Ministra Damares P ir sua força e integridade.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Esse jornalista que faz essas perguntas é o mesmo que a ofendeu?,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
"Parabéns, mulher de verdade!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Força Damares estamos com você❤️❤️🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Eu admiro essa mulher, estamos com a senhora🇧🇷❤️🇧🇷❤️🇧🇷❤️",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Enquanto os homens não fazem justiça, peço a Deus @damaresalvesoficial1 que Ele a faça! E Ele é fiel.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Continua assim Ministra.Os cães ladram e a caravana passa.Voce é uma grande mulher,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Como podemos aceitar um ser humano, praticando um ato desses. O autor dessa carta deveria ser preso, pois não tem como continuar fazendo parte de uma sociedade.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Lamentável essas palavras contra um mulher de caráter indiscutível como nossa minitra Damares, DEUS é contigo mulher guerreira q o SENHOR levantou nesse pais chamado Brasil para lutar contra as injustiças desse país. 👏👏👏👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 bjs 😘",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
👏👏👏👏👏👏👏 força Damares.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Carla boa tarde! O Facebook proibiu eu compartilhar links até quinta feira 18: 06 tudo que eu compartilho sobre vocês não consegui desde de manhã,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Gente do Céu... Meu Deus... Quem escreveu isso?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Você é superior, querida Damares!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Esse não é escritor! Merece um processo. Chega dá mal estar 🤢,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Damaris me representa 🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Amo essa autêntica Ministra.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
#somostodosdamares Força ministra! Vc é testada todos os dias pelo inimigo mas Deus sabe o q você pode aguentar. O Brasil está com vc!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@cidacardoso.os que triste isso amiga olha,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Ministra do meu coração ❤️🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Parabéns, ministra!👍👍👍👍👍❤️❤️❤️❤️❤️❤️🇧🇷🇧🇷🇧🇷🇧🇷🌷🌷🌷🌷🌷",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Essa Ministra enfrenta a violência que tb é verbal com mãos de ferro👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Correto o silencio 🙏💚💛💙🙏 falta de respeito com ser humamo #inveja salmo 51,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@kennedyanf já vi que vc é muito bom em postar vídeos falando sobre reportagem. Mas vou medir agora o tamanho da sua arrogância ou o tamanho da sua humildade pra reconhecer o motivo do silêncio. Esperando seu argumento.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Amamos você ❤️❤️❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Que absurdo contra essa mulher,ministra ou nao.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Se fosse o Pabllo Vittar , os lacradores: Linda , Essa mulher nos representa , Ninguém solta a mão de ninguém , Viva o Feminismo. 😂😂😂😂😂😂",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Força Ministra ...,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Brasil: Ame-o ou deixe-o!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
O despejo e grande,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Misericórdia . Deus,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Estamos contigo Presidente Jair Messias Bolsonaro!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"DESISTIR JAMAIS, PRESIDENTE!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Nobre deputado destaque o STF vai continua mandando em nosso país?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Cada uma viu ninguém merece já chega,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Deus no Comando!!! Estamos orando!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏 Avante . Brasil acima de tudo e DEUS ACIMA DE TODOS!!!!!!!!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Quem vai desistir? POVO BRASILEIRO está com quem tem AMOR À PÁTRIA 😍💪💪💪💪🇧🇷🇧🇷🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Deus no comando,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
O povo que acredita nesse país está e estará com vcs hoje e sempre.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que vídeo mais lindo 🇧🇷🇧🇷🇧🇷🇧🇷👏🏻👏🏻👏🏻👏🏻👏🏻,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Não consigo entender. Uma pessoa comum, é solto e no mesmo dia convida seus seguidores a praticar violência contra o País. Já não basta o estrago que ele e seus aliados fizeram? Só por essa ameaça deveria ser tomado uma atitude, antes que as coisas piorem. Indignada.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Deus proteja e livre o nosso povo e o nosso Brasil de pessoas que querem guerra entre os brasileiros.🙏🙏🙏🙏🙏🙏🙏🙏🙏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu Deus é uma guerra entre o bem e o mal! Vem logo senhor Jesus!! Que Deus abencoe a vida do nosso presidente Bolsonaro e sua familia!Deus tenha misericórdia do nosso Brasil e nos livre desse mal.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Avante meu Presidente e Capitão#BOLSONARO🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Bolsonaro chegou na hora certa para livrar o Brasil da situação crítica que estava.👏🇧🇷 e segue a mudança! 🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Deus está frente do nosso JAIR,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tamo junto,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Estamos juntos👏👏😎😎,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Sigamos em frente! Jamais desistiremos!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷Brasil acima de tudo e DEUS acima de todos,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Jamais será!!!!! Deus abençoe sempre o nosso país! 🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Deus é maior 🇧🇷 estou com presidente bolsonario🙌🙌🙌🙌🙌,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
SENSACIONAL!!!! 💪🇧🇷 Domingo estaremos na rua!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Quando alguém fala que é cristão, crispa até o cabelo da orelha.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Deus e seus generais! Igreja cumprindo seu papel!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Aleluia irmão:s,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Esses religiosos,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Eis o homem de bem. 😏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Quem financia? Já sabemos,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que horror! 😱😱🤬🤬,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Amor cristão.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Será que esse homem é de Deus? Mesmo? 🙄,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Falou nada demais,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Homem de Deus,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"@marcofeliciano vai fazer chapinha, melhor do que tá querendo fazer fofoca na internet, e tu vamos e venhamos, tu tá precisando! 😉",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Era disso que eu me referia quando um evangélico reclamou que outro amigo estava ouvindo forró, ele disse: você está envergonhado a igreja. E eu respondi imediatamente: Nesses últimos tempos é a igreja que está nos envergonhando. 😒😒😒",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Em nome de Jesus que esse topete ridículo se desfaça!!!!!! Se esse é um homem cristão, o mundo já acabou e não vimos.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Imagino que o Senhor Jesus esteja decepcionado com certos cristãos, que professam serem homens de Deus",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"“Espancar ele”, disse o homem que se apresenta utilizando a palavra de “Deus” 🤔",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tenho medo desse povo que usa a palavra de Deus para justificar seus atos,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
E tudo isso fica assim?! Cadê a justiça brasileira?! E esse poder fake-religioso vai continuar dominando o país?!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Mais um Cidadão de bem,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Estas são as pessoas de bem deste país,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Saber que um dia já ouvi pregação desse irmão e me senti abençoado. Agr prega e vive nesse odio,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"É cidadão de bem que chama, né?",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Eu entendi bem? Um pastor pede pra outro pastor levantar um grupo de pessoas e espancar ele no Twitter???? Q tipo de Deus esses caras seguem?? Q tipo de religião eles pregam???,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
"Deus acima de tudo, até da ética, né, Pastor Marco Miliciano?",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Amém Jesus, isso que a palavra do Deus dessas pessoas prega",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu Deus!!! É isso o homem do bem? Misericórdia,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Infelizmente, eh assim que vejo o atual “cristão”!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Meu futuro presidente,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns...muita honra ter um quadro ao lado do mestre PAulo Freire👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Haddad: sabedoria e dignidade!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu presidente( gato) 👊👊👊👊👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Maravilhoso! Nosso futuro presidente!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Mestre eu sou seu fã ,votei e sempre votarei no Sr.👍",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Lindo ❤️❤️❤️❤️❤️❤️❤️❤️❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
meu presidente ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Sabe, vc é perfeito",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Vc merece muito mais,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meus ídolos juntos.❤️❤️❤️❤️❤️❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Lindos como sempre!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"@fernandohaddadoficial que foto!! Todos os dias que entro no Campus do IFBA Porto Seguro, passo pela placa com os nomes do @lulaoficial e o seu, sorrio de alegria e gratidão por estar finalmente cursando o ensino superior... Saudades de quando vc era nosso Ministro da Educação. Gratidão. 💙✊",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Aí Haddad, o que você acha do rascismo?",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"A respeito de seu pronunciamento, acho perfeito para o futuro porém ESSENCIAL para o presente.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Agora estou feliz!,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Próximo presidente da República ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
😍😍😍😍beijos em vc e na Stella.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Gato! ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Yay! Claro e do lado do Paulo Freire. Perfeito 👍,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
meu presidente ♡♡♡,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏👏👏 os melhores ! 😍😘,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu presidente 👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Muito lindo,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Demais! 💚💛📚🤝,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Que top do lado do Paulo Freire 😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Eu votei nesse gato, mas infelizmente o cão ganhou...",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns 👏👏👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu amor 😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Amigaaaa vc arrasa @morgadoisa,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Maneiro 🤩,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Que dupla, senhoras e senhores!!!! Amo muito!!!!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Eita, agora o meu coração pegou fogo 💟🔥",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Gigante!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Maravilhoso! ♥️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
