Emoji,Unicode codepoint,Occurrences,Negative,Neutral,Positive,p-,p0,p+,score,polarity
🌖,0x1f316,15,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333,1
🔅,0x1f505,15,0,0,15,0.0,0.0,1.0,1.0,1
👜,0x1f45c,14,2,6,6,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0
🐌,0x1f40c,14,0,3,11,0.0,0.21428571428571427,0.7857142857142857,0.7857142857142857,1
💼,0x1f4bc,14,1,3,10,0.07142857142857142,0.21428571428571427,0.7142857142857143,0.6428571428571429,1
🚕,0x1f695,14,3,8,3,0.21428571428571427,0.5714285714285714,0.21428571428571427,0.0,0
🐹,0x1f439,14,3,3,8,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.3571428571428571,1
🌠,0x1f320,14,2,1,11,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.6428571428571428,1
🐈,0x1f408,14,0,9,5,0.0,0.6428571428571429,0.35714285714285715,0.35714285714285715,0
⇧,0x21e7,14,0,12,2,0.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,0
☎,0x260e,14,2,10,2,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0
🌁,0x1f301,14,1,9,4,0.07142857142857142,0.6428571428571429,0.2857142857142857,0.21428571428571427,0
⚫,0x26ab,14,3,4,7,0.21428571428571427,0.2857142857142857,0.5,0.2857142857142857,1
♧,0x2667,14,0,6,8,0.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,1
🏰,0x1f3f0,14,1,7,6,0.07142857142857142,0.5,0.42857142857142855,0.3571428571428571,0
🚵,0x1f6b5,14,0,8,6,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,0
🎢,0x1f3a2,14,1,4,9,0.07142857142857142,0.2857142857142857,0.6428571428571429,0.5714285714285715,1
🎷,0x1f3b7,14,0,3,11,0.0,0.21428571428571427,0.7857142857142857,0.7857142857142857,1
🎐,0x1f390,14,0,11,3,0.0,0.7857142857142857,0.21428571428571427,0.21428571428571427,0
┈,0x2508,14,12,0,2,0.8571428571428571,0.0,0.14285714285714285,-0.7142857142857142,-1
╗,0x2557,14,0,8,6,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,0
╱,0x2571,14,0,14,0,0.0,1.0,0.0,0.0,0
🌇,0x1f307,13,0,5,8,0.0,0.38461538461538464,0.6153846153846154,0.6153846153846154,1
⏰,0x23f0,13,2,2,9,0.15384615384615385,0.15384615384615385,0.6923076923076923,0.5384615384615384,1
⇩,0x21e9,13,0,13,0,0.0,1.0,0.0,0.0,0
🚂,0x1f682,13,0,9,4,0.0,0.6923076923076923,0.3076923076923077,0.3076923076923077,0
◠,0x25e0,13,0,6,7,0.0,0.46153846153846156,0.5384615384615384,0.5384615384615384,1
🎿,0x1f3bf,13,1,5,7,0.07692307692307693,0.38461538461538464,0.5384615384615384,0.4615384615384615,1
✦,0x2726,13,0,12,1,0.0,0.9230769230769231,0.07692307692307693,0.07692307692307693,0
🆔,0x1f194,13,0,1,12,0.0,0.07692307692307693,0.9230769230769231,0.9230769230769231,1
⛪,0x26ea,13,2,7,4,0.15384615384615385,0.5384615384615384,0.3076923076923077,0.15384615384615385,0
🌒,0x1f312,13,0,4,9,0.0,0.3076923076923077,0.6923076923076923,0.6923076923076923,1
🐪,0x1f42a,13,0,4,9,0.0,0.3076923076923077,0.6923076923076923,0.6923076923076923,1
╔,0x2554,13,0,9,4,0.0,0.6923076923076923,0.3076923076923077,0.3076923076923077,0
╝,0x255d,13,0,6,7,0.0,0.46153846153846156,0.5384615384615384,0.5384615384615384,1
👔,0x1f454,12,2,3,7,0.16666666666666666,0.25,0.5833333333333334,0.41666666666666674,1
🔱,0x1f531,12,3,5,4,0.25,0.4166666666666667,0.3333333333333333,0.08333333333333331,0
🆓,0x1f193,12,0,9,3,0.0,0.75,0.25,0.25,0
🐋,0x1f40b,12,2,5,5,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.25,0
▽,0x25bd,12,1,4,7,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.5,1
▂,0x2582,12,0,12,0,0.0,1.0,0.0,0.0,0
🐛,0x1f41b,12,2,4,6,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,1
👕,0x1f455,12,1,4,7,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.5,1
🚋,0x1f68b,12,0,11,1,0.0,0.9166666666666666,0.08333333333333333,0.08333333333333333,0
💳,0x1f4b3,12,1,4,7,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.5,1
🌆,0x1f306,12,2,6,4,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0
🏧,0x1f3e7,12,0,0,12,0.0,0.0,1.0,1.0,1
💡,0x1f4a1,12,0,3,9,0.0,0.25,0.75,0.75,1
🔹,0x1f539,12,2,6,4,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0
⬅,0x2b05,12,0,5,7,0.0,0.4166666666666667,0.5833333333333334,0.5833333333333334,1
🍠,0x1f360,12,5,2,5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,-1
🐫,0x1f42b,12,0,7,5,0.0,0.5833333333333334,0.4166666666666667,0.4166666666666667,0
🏪,0x1f3ea,12,2,7,3,0.16666666666666666,0.5833333333333334,0.25,0.08333333333333334,0
۩,0x6e9,12,0,12,0,0.0,1.0,0.0,0.0,0
🇱,0x1f1f1,12,0,6,6,0.0,0.5,0.5,0.5,0
📹,0x1f4f9,11,1,3,7,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.5454545454545454,1
👞,0x1f45e,11,1,3,7,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.5454545454545454,1
🚑,0x1f691,11,3,4,4,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.09090909090909094,0
🆘,0x1f198,11,4,2,5,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.09090909090909088,1
👚,0x1f45a,11,0,3,8,0.0,0.2727272727272727,0.7272727272727273,0.7272727272727273,1
🚍,0x1f68d,11,4,2,5,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.09090909090909088,1
□,0x25a1,11,7,0,4,0.6363636363636364,0.0,0.36363636363636365,-0.2727272727272727,-1
🐂,0x1f402,11,1,7,3,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.1818181818181818,0
🚣,0x1f6a3,11,0,3,8,0.0,0.2727272727272727,0.7272727272727273,0.7272727272727273,1
✳,0x2733,11,0,11,0,0.0,1.0,0.0,0.0,0
🏉,0x1f3c9,11,0,4,7,0.0,0.36363636363636365,0.6363636363636364,0.6363636363636364,1
🗻,0x1f5fb,11,0,3,8,0.0,0.2727272727272727,0.7272727272727273,0.7272727272727273,1
🐀,0x1f400,11,1,7,3,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.1818181818181818,0
╦,0x2566,11,0,6,5,0.0,0.5454545454545454,0.45454545454545453,0.45454545454545453,0
⛺,0x26fa,10,1,2,7,0.1,0.2,0.7,0.6,1
🐕,0x1f415,10,1,5,4,0.1,0.5,0.4,0.30000000000000004,0
🏂,0x1f3c2,10,1,3,6,0.1,0.3,0.6,0.5,1
👡,0x1f461,10,1,3,6,0.1,0.3,0.6,0.5,1
📻,0x1f4fb,10,1,4,5,0.1,0.4,0.5,0.4,1
✒,0x2712,10,1,5,4,0.1,0.5,0.4,0.30000000000000004,0
🌰,0x1f330,10,0,3,7,0.0,0.3,0.7,0.7,1
🏢,0x1f3e2,10,0,8,2,0.0,0.8,0.2,0.2,0
🎒,0x1f392,10,1,2,7,0.1,0.2,0.7,0.6,1
⌒,0x2312,10,0,3,7,0.0,0.3,0.7,0.7,1
🏫,0x1f3eb,10,6,1,3,0.6,0.1,0.3,-0.3,-1
📴,0x1f4f4,10,1,0,9,0.1,0.0,0.9,0.8,1
🚢,0x1f6a2,10,3,1,6,0.3,0.1,0.6,0.3,1
🚚,0x1f69a,10,2,7,1,0.2,0.7,0.1,-0.1,0
🐉,0x1f409,10,0,8,2,0.0,0.8,0.2,0.2,0
❒,0x2752,10,0,7,3,0.0,0.7,0.3,0.3,0
🐊,0x1f40a,10,2,5,3,0.2,0.5,0.3,0.09999999999999998,0
🔔,0x1f514,10,0,0,10,0.0,0.0,1.0,1.0,1
◢,0x25e2,10,0,2,8,0.0,0.2,0.8,0.8,1
🏥,0x1f3e5,9,1,4,4,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.3333333333333333,0
❔,0x2754,9,3,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-1
🚖,0x1f696,9,3,4,2,0.3333333333333333,0.4444444444444444,0.2222222222222222,-0.1111111111111111,0
🃏,0x1f0cf,9,3,2,4,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.1111111111111111,1
▼,0x25bc,9,2,4,3,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.1111111111111111,0
▌,0x258c,9,4,4,1,0.4444444444444444,0.4444444444444444,0.1111111111111111,-0.3333333333333333,-1
☛,0x261b,9,0,5,4,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444,0
✩,0x2729,9,0,9,0,0.0,1.0,0.0,0.0,0
💒,0x1f492,9,0,3,6,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
🚤,0x1f6a4,9,0,5,4,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444,0
🐐,0x1f410,9,0,4,5,0.0,0.4444444444444444,0.5555555555555556,0.5555555555555556,1
■,0x25a0,9,5,2,2,0.5555555555555556,0.2222222222222222,0.2222222222222222,-0.33333333333333337,-1
🔚,0x1f51a,9,1,3,5,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.4444444444444445,1
🎻,0x1f3bb,9,0,5,4,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444,0
🔷,0x1f537,9,0,7,2,0.0,0.7777777777777778,0.2222222222222222,0.2222222222222222,0
🚦,0x1f6a6,9,2,4,3,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.1111111111111111,0
🔓,0x1f513,9,3,2,4,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.1111111111111111,1
🎽,0x1f3bd,9,0,4,5,0.0,0.4444444444444444,0.5555555555555556,0.5555555555555556,1
📅,0x1f4c5,9,2,3,4,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2222222222222222,1
🎺,0x1f3ba,9,1,0,8,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777,1
✯,0x272f,9,0,9,0,0.0,1.0,0.0,0.0,0
🍈,0x1f348,9,6,1,2,0.6666666666666666,0.1111111111111111,0.2222222222222222,-0.4444444444444444,-1
✉,0x2709,9,1,4,4,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.3333333333333333,0
╣,0x2563,9,0,9,0,0.0,1.0,0.0,0.0,0
◤,0x25e4,9,0,0,9,0.0,0.0,1.0,1.0,1
○,0x25cb,8,0,3,5,0.0,0.375,0.625,0.625,1
🍼,0x1f37c,8,1,1,6,0.125,0.125,0.75,0.625,1
📀,0x1f4c0,8,1,5,2,0.125,0.625,0.25,0.125,0
🚛,0x1f69b,8,2,6,0,0.25,0.75,0.0,-0.25,0
📓,0x1f4d3,8,1,4,3,0.125,0.5,0.375,0.25,0
☉,0x2609,8,0,6,2,0.0,0.75,0.25,0.25,0
💴,0x1f4b4,8,3,4,1,0.375,0.5,0.125,-0.25,0
┼,0x253c,8,2,4,2,0.25,0.5,0.25,0.0,0
🐃,0x1f403,8,0,8,0,0.0,1.0,0.0,0.0,0
➰,0x27b0,8,4,1,3,0.5,0.125,0.375,-0.125,-1
🔌,0x1f50c,8,3,3,2,0.375,0.375,0.25,-0.125,-1
🍄,0x1f344,8,2,4,2,0.25,0.5,0.25,0.0,0
📕,0x1f4d5,8,1,4,3,0.125,0.5,0.375,0.25,0
📣,0x1f4e3,8,1,2,5,0.125,0.25,0.625,0.5,1
🚓,0x1f693,8,0,5,3,0.0,0.625,0.375,0.375,0
🐗,0x1f417,8,0,3,5,0.0,0.375,0.625,0.625,1
↪,0x21aa,8,0,7,1,0.0,0.875,0.125,0.125,0
⛳,0x26f3,8,0,1,7,0.0,0.125,0.875,0.875,1
┻,0x253b,8,6,0,2,0.75,0.0,0.25,-0.5,-1
┛,0x251b,8,0,2,6,0.0,0.25,0.75,0.75,1
┃,0x2503,8,0,4,4,0.0,0.5,0.5,0.5,0
👱,0x1f471,7,1,4,2,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,0
⏳,0x23f3,7,3,1,3,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,-1
💺,0x1f4ba,7,1,3,3,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0
🏇,0x1f3c7,7,3,2,2,0.42857142857142855,0.2857142857142857,0.2857142857142857,-0.14285714285714285,-1
☻,0x263b,7,1,3,3,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0
📞,0x1f4de,7,0,3,4,0.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,1
Ⓐ,0x24b6,7,2,4,1,0.2857142857142857,0.5714285714285714,0.14285714285714285,-0.14285714285714285,0
🌉,0x1f309,7,0,2,5,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,1
🚩,0x1f6a9,7,3,3,1,0.42857142857142855,0.42857142857142855,0.14285714285714285,-0.2857142857142857,-1
✎,0x270e,7,0,2,5,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,1
📃,0x1f4c3,7,0,3,4,0.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,1
🏨,0x1f3e8,7,0,5,2,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,0
📌,0x1f4cc,7,5,1,1,0.7142857142857143,0.14285714285714285,0.14285714285714285,-0.5714285714285714,-1
♎,0x264e,7,2,4,1,0.2857142857142857,0.5714285714285714,0.14285714285714285,-0.14285714285714285,0
💷,0x1f4b7,7,0,3,4,0.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,1
🚄,0x1f684,7,0,2,5,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,1
▲,0x25b2,7,0,2,5,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,1
⛵,0x26f5,7,0,2,5,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,1
🔸,0x1f538,7,0,5,2,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,0
⌛,0x231b,7,2,2,3,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,1
🚜,0x1f69c,7,0,0,7,0.0,0.0,1.0,1.0,1
🐆,0x1f406,7,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,0
👒,0x1f452,7,1,3,3,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0
❕,0x2755,7,1,3,3,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0
🔛,0x1f51b,7,1,1,5,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5714285714285714,1
♢,0x2662,7,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,0
🇲,0x1f1f2,7,0,3,4,0.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,1
❅,0x2745,7,0,1,6,0.0,0.14285714285714285,0.8571428571428571,0.8571428571428571,1
👝,0x1f45d,6,1,1,4,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,1
✞,0x271e,6,0,3,3,0.0,0.5,0.5,0.5,0
◡,0x25e1,6,0,4,2,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
🎋,0x1f38b,6,1,0,5,0.16666666666666666,0.0,0.8333333333333334,0.6666666666666667,1
👥,0x1f465,6,1,2,3,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,1
📵,0x1f4f5,6,1,3,2,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0
🐡,0x1f421,6,0,4,2,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
◆,0x25c6,6,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,1
🏯,0x1f3ef,6,0,5,1,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0
☂,0x2602,6,1,4,1,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0
🔭,0x1f52d,6,0,3,3,0.0,0.5,0.5,0.5,0
🎪,0x1f3aa,6,0,4,2,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
🐜,0x1f41c,6,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
♌,0x264c,6,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,1
☐,0x2610,6,6,0,0,1.0,0.0,0.0,-1.0,-1
👷,0x1f477,6,1,2,3,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,1
↳,0x21b3,6,0,6,0,0.0,1.0,0.0,0.0,0
🔈,0x1f508,6,0,4,2,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
📄,0x1f4c4,6,0,0,6,0.0,0.0,1.0,1.0,1
📍,0x1f4cd,6,1,3,2,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0
🚐,0x1f690,6,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,1
🚔,0x1f694,6,1,4,1,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0
🌋,0x1f30b,6,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
📡,0x1f4e1,6,1,2,3,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,1
⏩,0x23e9,6,0,5,1,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0
🚳,0x1f6b3,6,0,0,6,0.0,0.0,1.0,1.0,1
✘,0x2718,6,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,1
۞,0x6de,6,0,6,0,0.0,1.0,0.0,0.0,0
☾,0x263e,6,0,6,0,0.0,1.0,0.0,0.0,0
🅰,0x1f170,6,1,2,3,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,1
📥,0x1f4e5,6,0,6,0,0.0,1.0,0.0,0.0,0
🇼,0x1f1fc,6,0,3,3,0.0,0.5,0.5,0.5,0
┓,0x2513,6,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
┣,0x2523,6,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
Ⓛ,0x24c1,6,0,3,3,0.0,0.5,0.5,0.5,0
Ⓔ,0x24ba,6,0,3,3,0.0,0.5,0.5,0.5,0
🔦,0x1f526,5,0,5,0,0.0,1.0,0.0,0.0,0
👤,0x1f464,5,0,1,4,0.0,0.2,0.8,0.8,1
🚁,0x1f681,5,0,4,1,0.0,0.8,0.2,0.2,0
🎠,0x1f3a0,5,0,2,3,0.0,0.4,0.6,0.6,1
🐁,0x1f401,5,2,3,0,0.4,0.6,0.0,-0.4,0
📗,0x1f4d7,5,1,2,2,0.2,0.4,0.4,0.2,0
┐,0x2510,5,2,2,1,0.4,0.4,0.2,-0.2,-1
☮,0x262e,5,2,1,2,0.4,0.2,0.4,0.0,-1
♂,0x2642,5,0,4,1,0.0,0.8,0.2,0.2,0
◞,0x25de,5,1,3,1,0.2,0.6,0.2,0.0,0
📯,0x1f4ef,5,1,4,0,0.2,0.8,0.0,-0.2,0
🔩,0x1f529,5,1,2,2,0.2,0.4,0.4,0.2,0
👢,0x1f462,5,0,1,4,0.0,0.2,0.8,0.8,1
◂,0x25c2,5,0,3,2,0.0,0.6,0.4,0.4,0
📰,0x1f4f0,5,1,1,3,0.2,0.2,0.6,0.39999999999999997,1
📶,0x1f4f6,5,0,3,2,0.0,0.6,0.4,0.4,0
🚥,0x1f6a5,5,1,3,1,0.2,0.6,0.2,0.0,0
🌄,0x1f304,5,0,4,1,0.0,0.8,0.2,0.2,0
🗾,0x1f5fe,5,0,3,2,0.0,0.6,0.4,0.4,0
🔶,0x1f536,5,0,3,2,0.0,0.6,0.4,0.4,0
🏤,0x1f3e4,5,0,3,2,0.0,0.6,0.4,0.4,0
🎩,0x1f3a9,5,0,3,2,0.0,0.6,0.4,0.4,0
Ⓜ,0x24c2,5,1,1,3,0.2,0.2,0.6,0.39999999999999997,1
🔧,0x1f527,5,4,0,1,0.8,0.0,0.2,-0.6000000000000001,-1
🐅,0x1f405,5,0,4,1,0.0,0.8,0.2,0.2,0
♮,0x266e,5,0,4,1,0.0,0.8,0.2,0.2,0
🅾,0x1f17e,5,2,2,1,0.4,0.4,0.2,-0.2,-1
🔄,0x1f504,5,0,5,0,0.0,1.0,0.0,0.0,0
☄,0x2604,5,0,5,0,0.0,1.0,0.0,0.0,0
☨,0x2628,5,0,5,0,0.0,1.0,0.0,0.0,0
📦,0x1f4e6,4,0,3,1,0.0,0.75,0.25,0.25,0
🚊,0x1f68a,4,1,1,2,0.25,0.25,0.5,0.25,1
🔲,0x1f532,4,0,1,3,0.0,0.25,0.75,0.75,1
🔁,0x1f501,4,1,2,1,0.25,0.5,0.25,0.0,0
△,0x25b3,4,0,3,1,0.0,0.75,0.25,0.25,0
📆,0x1f4c6,4,0,0,4,0.0,0.0,1.0,1.0,1
❛,0x275b,4,0,2,2,0.0,0.5,0.5,0.5,0
📉,0x1f4c9,4,0,2,2,0.0,0.5,0.5,0.5,0
▵,0x25b5,4,0,2,2,0.0,0.5,0.5,0.5,0
🔎,0x1f50e,4,0,1,3,0.0,0.25,0.75,0.75,1
☜,0x261c,4,0,3,1,0.0,0.75,0.25,0.25,0
🇯,0x1f1ef,4,0,2,2,0.0,0.5,0.5,0.5,0
🇵,0x1f1f5,4,0,2,2,0.0,0.5,0.5,0.5,0
📘,0x1f4d8,4,1,1,2,0.25,0.25,0.5,0.25,1
✡,0x2721,4,0,4,0,0.0,1.0,0.0,0.0,0
ⓔ,0x24d4,4,0,1,3,0.0,0.25,0.75,0.75,1
🔑,0x1f511,4,1,1,2,0.25,0.25,0.5,0.25,1
🔃,0x1f503,4,1,2,1,0.25,0.5,0.25,0.0,0
👃,0x1f443,4,2,0,2,0.5,0.0,0.5,0.0,-1
⭕,0x2b55,4,0,2,2,0.0,0.5,0.5,0.5,0
🔘,0x1f518,4,0,3,1,0.0,0.75,0.25,0.25,0
ⓒ,0x24d2,4,2,0,2,0.5,0.0,0.5,0.0,-1
🚭,0x1f6ad,4,0,0,4,0.0,0.0,1.0,1.0,1
🚉,0x1f689,4,0,1,3,0.0,0.25,0.75,0.75,1
🚪,0x1f6aa,4,0,1,3,0.0,0.25,0.75,0.75,1
➳,0x27b3,4,0,2,2,0.0,0.5,0.5,0.5,0
🚃,0x1f683,4,0,1,3,0.0,0.25,0.75,0.75,1
┯,0x252f,4,2,2,0,0.5,0.5,0.0,-0.5,-1
🏬,0x1f3ec,4,0,4,0,0.0,1.0,0.0,0.0,0
☽,0x263d,4,0,4,0,0.0,1.0,0.0,0.0,0
🆙,0x1f199,4,0,2,2,0.0,0.5,0.5,0.5,0
🆖,0x1f196,4,1,1,2,0.25,0.25,0.5,0.25,1
☪,0x262a,4,0,4,0,0.0,1.0,0.0,0.0,0
┗,0x2517,4,0,0,4,0.0,0.0,1.0,1.0,1
🚮,0x1f6ae,4,2,0,2,0.5,0.0,0.5,0.0,-1
┫,0x252b,4,0,4,0,0.0,1.0,0.0,0.0,0
Ⓞ,0x24c4,4,0,2,2,0.0,0.5,0.5,0.5,0
❇,0x2747,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
✴,0x2734,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
┌,0x250c,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-1
☊,0x260a,3,0,0,3,0.0,0.0,1.0,1.0,1
🔕,0x1f515,3,2,0,1,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,-1
⬛,0x2b1b,3,2,0,1,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,-1
❝,0x275d,3,0,3,0,0.0,1.0,0.0,0.0,0
❞,0x275e,3,0,3,0,0.0,1.0,0.0,0.0,0
🚞,0x1f69e,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
🍶,0x1f376,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
🌐,0x1f310,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
♀,0x2640,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
🚅,0x1f685,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
🚒,0x1f692,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333,0
➣,0x27a3,3,0,3,0,0.0,1.0,0.0,0.0,0
♋,0x264b,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
♍,0x264d,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
🕝,0x1f55d,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333,0
ⓐ,0x24d0,3,0,0,3,0.0,0.0,1.0,1.0,1
✗,0x2717,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-1
📙,0x1f4d9,3,1,0,2,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1
Ⓢ,0x24c8,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
📋,0x1f4cb,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
⇢,0x21e2,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-1
🎱,0x1f3b1,3,1,0,2,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1
🐞,0x1f41e,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
🔺,0x1f53a,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
ⓡ,0x24e1,3,0,0,3,0.0,0.0,1.0,1.0,1
🎍,0x1f38d,3,0,3,0,0.0,1.0,0.0,0.0,0
♤,0x2664,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
🎲,0x1f3b2,3,0,3,0,0.0,1.0,0.0,0.0,0
🎯,0x1f3af,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
〠,0x3020,3,0,3,0,0.0,1.0,0.0,0.0,0
🔉,0x1f509,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
↩,0x21a9,3,0,0,3,0.0,0.0,1.0,1.0,1
🚾,0x1f6be,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
🎣,0x1f3a3,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,-0.6666666666666666,-1
🔣,0x1f523,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
❎,0x274e,3,3,0,0,1.0,0.0,0.0,-1.0,-1
➥,0x27a5,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
🅱,0x1f171,3,0,3,0,0.0,1.0,0.0,0.0,0
🎌,0x1f38c,3,0,0,3,0.0,0.0,1.0,1.0,1
◣,0x25e3,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
⏬,0x23ec,3,0,0,3,0.0,0.0,1.0,1.0,1
♭,0x266d,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
💠,0x1f4a0,3,0,3,0,0.0,1.0,0.0,0.0,0
