text,offensive
Lindesa.,0
Cheio de Moral ao Lado do companheiro Paulo Freire,0
Dois verdadeiros homens de bem. 👏👏❤️❤️😘🌺,0
Nosso futuro Presidente da República,0
Ícones!!! 😍,0
Você é o presidente que eu gostaria de ter!,0
Meu presidente!❤️,0
Eita 😍❤️😍❤️,0
Que máximo!,0
Dois ícones da educação brasileira. ❤️,0
Importante é oportuna homenagem ao mestre de sempre. Paulo Freire vive!!!,0
"Quanta intelectualidade, cultura e inteligência em uma única imagem. 🤗❤️",0
Você merece. Nós merecemos você! Volta!💕❤️,0
E eu perdi a minha chance de self 😢😢😢,0
Grande - Fernando Haddad - pegou educação do Brasil na 36^ posição e deixou na 138^ posição - diz que construiu tantas universidades.,0
Lindo!!!😍😍,0
Viva Freire!!!!,0
Aí meu coracão não aguenta❤️,0
Haddad vc é 10.💙💙💙💙💙,0
te amo❤️,0
Maravilha!!!💓💓💓💓,0
Acertivo!,0
Deus abençoe Haddad 🙏,0
Muso,0
"Gatooo, faltou a Ana Estela na foto!! Referência de casal❤❤❤",0
@user um dos nossos poucos guardiões ❤️,0
Meu presidente,0
A educação ainda vai mudar este país!,0
Lula ainda ganha... ele nem tomou posse.,0
Admirava a Joice mas....... meu Deus!🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,0
Joise lamento eu te achava uma mulher de fibra e gostava da tua atualização no Governo Bolsonaro mais você quis dar um passo mais longo que a perna e traiu o Presidente agora creio que acabou não Tem volta lamento pois eu gostava do teu trabalho era só alegria,0
Acho desnecessário a exposição. É isso que a esquerda quer. Por favor tentem ser mais racionais.,0
Lamentável postura dela . Estamos de olho,0
É Joice... infelizmente votei em vc.,0
@user.zambelli por que você não se desliga do PSL já que os ânimos estão a flor da pele por lá,0
Que fase chegamos ...😢,0
Rindo muito 😂😂😂😂😂😂😂😂😂,0
Isso não tem fim 🤦‍♀️,0
Foi a Miss Universo edição 2015!,0
Excelente,0
Carla té desejo muita saúde para aquentar . Mais uma coisa é certo. DEUS está nó controle.,0
O Brasil só vai evoluir no dia em que a população der sim a monarquia. Não entendo como em pleno século XXI têm pessoas que acreditam que na monarquia não existe democracia.,0
Parabéns Carla!!!,0
Ela só tá colhendo o que plantou👻👻👻,0
"ué @user.zambelli , nera pra parar de falar e dar hibope pra essa daí?? você nos pediu isso e agira ta aí, fazendo o que ela quer .",0
"Meu amigo.. política não é pra fracos não... Meu amigo é muita treta. Também, enquanto os salários forem altos terá até mortes, como tem. Era pra ser salário de professor isso aí",0
"@user.zambelli , acho que quem durou menos foi Wellington Lima e Silva, vulgo Wellington o Breve, como Ministro da Justiça de Dilma, indicado pelo galego mor Jaques Wagner",0
"Avante Brasil...políticos que não querem com CERTEZA deixaremos no arquivo morto, digamos. Carla estamos com vc e outros com o mesmo foco.❤😘",0
A briga de vcs so enfraquece o governo,0
Lamentável tudo isso. Se a vontade é servir o País e mudar a realidade do povo.,0
"Desculpe, mas acho lamentável e infantil... não espero isso de parlamentares a quem confiei e dei a voz para nos defender.",0
Mundo da voltas 🌍,0
Essa deputada tem que ser contida por alguém.,0
Foi tudo em um piscar de olhos.,0
Orgulho precede a queda. A humildade é a antessala do sucesso. O inteligente erra para aprender enquanto que o sábio aprende observando os erros alheios.,0
Deixe sua risada!🤣🤣🤣,0
"Seja como for, continue trabalhando e o resto vai se resolvendo sem disputas.",0
"😂😂😂 o que fazemos, recebemos! Seja o que for.",0
👉👉👉Deus existe!🙏🙏🙏🙏🙏,0
"Aproveita dona Joice, que é só está vez o povo brasileiro acordou",0
"Acho que a limpeza que ela fez nesse gabinete não deu muito certo, algumas energias ficaram lá e ativaram nela o que já havia.",0
@user cada um colhe o que planta.,0
"Carla, foca nas pautas e projetos! esqueça a Joice... bora pra frente!🙌🙌",0
"🙏🙏 o Brasil já está dando certo. Obrigada Senhor! Bolsonaro e sua competente equipe, parabéns 🇧🇷🇧🇷🇧🇷",0
Eu também faço parte dos 50%,0
"Iremos fazer nossa parte, trabalho que não pode faltar.ok",0
@user se renda aos números.,0
PARABÉNS presidente Bolsonaro e todos os seus ministros. 🇧🇷🙏😎,0
Brasil avante!!!!,0
"Melhor comentarista que o nisso país tem . Realista , verdadeiro . Assino embaixo para ser comentarista econômico do nosso presidente .!",0
Mas alguns ainda insistem em não ver o óbvio.,0
Parabéns a grande equipe do Ministro da Economia.,0
O BRASIL É NOSSO E NÃO VAMOS ENTREGAR MAIS.,0
A excelente globo mostrou diferente....🙄,0
Eu estou otimista🙏,0
"O governo precisa estar alerta para a greve dos caminhoneiros, a chance é alta e seria um grande estrago.",0
Estou muito feliz e otimista com o Presidente que terá meu voto novamente.,0
Como é bom ouvir gente sensata e inteligente!!👏👏👏💚💛,0
"Parece que depois de um longo e tenebroso inverno, encontramos o caminho.",0
Para o alto e avante Brasil 🇧🇷👊🏻👊🏻👊🏻,0
AVANÇA BOLSONARO🇧🇷🇧🇷DEUS ESTÁ NA FRENTE🙌🙏NÃO OLHE PARA OS ADVERSÁRIOS PQ DEUS VOS DARÁ MUITAS VITÓRIAS EM NOME DE JESUS CRISTO AMÉM 🙌🙏🇧🇷🇧🇷❤️EU ACREDITO NA MELHORIA DO BRASIL🇧🇷,0
contrata esse cara!!! Sabe muito🚀🚀🚀,0
Alexandre Garcia um dos jornalistas mais imparcial desse país. Você e correto não importa o presidente do país mas sim o que ele faz pelo nosso país. Você e um exemplo para esses jornalistas que estão iniciando na profissão de repórter.,0
Seriedade e trabalho,0
"Ouvir um comentario desses desse grande jornalista econonico , é pra nos encher de orgulho. 💞👏👏👏🇧🇷",0
"Com Deus no comando sempre, tudo vai bem. 👏👏👏👏👏👏",0
"Parabéns, felicidades Alexandre Garcia.👏👏👏",0
Parabéns presidente Jair Bolsonaro parabéns Brasil e nós,0
RUMO A UM PAÍS JUSTO E PRÓSPERO.ESSE É O BRASIL QUE OS BRASILEIROS QUEREM!!!!!🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0
Muito feliz com os avanços do país. Estamos em boas mãos.,0
Pela alegria nos restaurantes e nos shoppings parece que é bem mais de 60%,0
O Brasil está no caminho certo! Parabéns presidente Bolsonaro parabéns a todas as equipes de ministros que compõem a sua equipe!!👏🏼👏🏼👏🏼,0
GRANDE JORNALISTA ALEXANDRE GARCIA COMPETENTE QUERIDO POVO BRASILEIRO DÊ BEM,0
Deus prometeu o crescimento do nosso país e está se cumprindo essa promessa 🙌 GRAÇAS AO NOSSO DEUS QUE COLOCOU VCS PARA GOVERNAR O BRASIL @user 👏🏻👏🏻,0
O congresso está me deixando neutro.,0
Só rezo e acredito🙏,0
O Brasil tem jeito! Muita esperança nesse governo! 👏🙏🇧🇷,0
Estamos no caminho certo. Parabéns Bolsonaro e equipe. Simplesmente show,0
Quero ver quando isso vai refletir na gasolina e na carne !!! Porq até agorá não mudou nada para nós de baixa renda .,0
O Brasil vai dá certo!!!👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷,0
Vamos pra frente Brasil👏👏👏,0
Vamos cresçer sin...brasil vai dar certo,0
O que está pessimista é o pessoal que fica escutando o jornal nacional,0
Coloca o ministro Tarcísio para falar na televisão todo dia que o pessimismo acaba,0
Vc é especial👏👏🇧🇷👍🇧🇷,0
A imprensa que queremos👏👏🇧🇷,0
"Neste Natal será somente eu,meu marido e minha filha,o restante do família já não frequentam minha casa devido o meu total apóio a família Bolsonaro. Meu orgulho!",0
"Só acho que o custo Brasil deveria abaixar, no mínimo pela metade,ex: reduzir os salários de TODOS os políticos e seus inúmeros privilégios. Creio que assim, a economia terá um grande fôlego, a população sentirá que as coisas estão mudando e o país, enfim, crescerá. @user @user @user",0
"PARABÉNS PARA O JORNALISMO SERIO, PARAB3NS AL3XANDRE GARCIA!! !PARABÉNS BRASIL!🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷👏🇧🇷👏👏🇧🇷👏🇧🇷🤲🇧🇷🤲🇧🇷🤲🇧🇷🔰🌻🌷🌻🌷🌻👍👍🇧🇷👏🇧🇷👏🇧🇷👏🇧🇷",0
O Brasil precisa tanto desse avanço... 🇧🇷👏,0
Eu estou também 👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷,0
Eu tenho esperança de ver um Brasil melhor!!!,0
Avante Brasil 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 🇧🇷,0
Pra frente Brasil ! Salve salve !,0
Deus abençoe nosso país 🙌🙌🙌🙌🙌,0
Eu avisei kkk Presidente Bolsonaro 🙌 Deus abençoe👏👏,0
"Os números da economia está mostrando o crescimento, aliás surpreendeu até a equipe do ministério da economia, vamos em frente👏🇧🇷",0
Vitória certa....Parabéns,0
Tenho certeza que ano que vem seremos duas vezes vitoriosos! Da-lhes Bolsonaro 🇧🇷,0
parabéns presidente e sua equipe que Deus lhes renove sua forças.,0
"Eduardo, antes de compartilhar ou divulgar as ideias do artigo, leia, entenda o que o como a imprensa utiliza de distorções, generaliza, omite informações nas narrativas forjadas (isso está como o que a mídia faz), porque consideramos as ideias contidas no artigo, bem práticas e bem assertivas, naturalmente",0
Eita meu PRESIDENTE AMADO..👏👏👏,0
Parabéns sr Presidente e sr Ministros,0
Olá Bom Dia Alexande Gacia com muita personalidade amor com Deus felíz Natal Saúde para você com a família 🌲,0
Estamos crescendo isso se chama avanço. Essa equipe merece ser respeitada,0
Estou feliz muito confiante nosso presidente está remodelado o Brasil!🙏🏻🇧🇷👏🏻👏🏻,0
Deus abençoe nossa nação!!,0
"Torço muito para esse governo e para-o país, mas creio que ainda as coisas ainda não estão tão bem assim. O valor do combustível por exemplo, a conta de luz, o gás de cozinha, e por aí vai ... mas sim temos que ser otimista sempre, mas há muito o que fazer.",0
👏👏👏👏🔥🔥🔥🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷quem tá otimista sou eu Bolsonaro avança 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇮🇱🇮🇱🇮🇱🙌 e milhões de brasileiros,0
💞💞💞💞PRESIDENTE ético responsável e humano Patriota defender verdadeiramente o povo brasileiro 👏👏👏👏👏👏 JAIR MESSIAS BOLSONARO ÉS ORGULHO DA NOSSO POVO BRASILEIRO TRABALHOR DO BEM 🙌🙌🙌🙌🙌🙌🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0
"Deixa ver se entendi...se 1/4 está pessimista, 1/4 está neutro como pode a maioria estar otimista? Ora se somarmos pessimistas mais neutros há um empate. Não?kkkkk tá foda em Dudu.",0
"Por isso não podemos parar o crescimento do Brasil,então agora é",0
"Amo esses tipo de comentários construtivos e de esperanças, graças a Deus o Brasil está em boas mãos",0
"O que não pode acontecer por parte dos empresários é por exemplo, um guardanapo de papel, um rolo de papel toalha para cozinha e outras coisas mais , manter o mesmo preço mas diminuir 2cm ou mais de tamanho ou piorar na qualidade. Não adianta enganar o consumidor que vai acabar perdendo. Concorrência resolve isto. Acorda Brasil.",0
ESTAMOS NO CAMINHO CERTO SE DEUS QUISER TUDO VAI DAR CERTO 👏👏🇧🇷🇧🇷,0
Alexandre Garcia fala com propriedade .Tem conhecimento e o repasse de forma tranquila e sabia. Vamos valorizar os Avanços ! Aplaudir as conquistas com bibes peitudas e dentro do cintexto real! Bravos e Vivas🙏👏👏🇧🇷🇧🇷🇧🇷🇧🇷,0
"O Brasil está no caminho certo, tem de ter uma atenção no sistema montado anteriormente, o congresso e parte do STF ainda está atrasando o Brasil",0
"Os 25% pessimista , não só são pessimistas COMO TORCEM CONTRA, sofrem com o que está melhorando , e fazem o que podem pra tudo dar errado",0
Vossa EXCELÊNCIA se comprometeu a nos ajudar com nosso REAJUSTE. Cumpra sua promessa.,0
Deputado. A operação LAVA JATO Começou com a PCDF. Você é policial também. Não nos abandone. A PCDF ESTÁ há dez anos sem REAJUSTE salarial. Edite a MEDIDA PROVISÓRIA com nosso REAJUSTE. Já há previsão orçamentária para 2019. os policiais foram seus cabos eleitorais.,0
Parabéns pela sua postura correta e coerente com os fatos. Estou cansado de discursos ideológicos.,0
A maioria dos otimistas somos nós 👏👏🇧🇷🇧🇷,0
O Brasil nunca esteve tanto no caminho certo.,0
Se o Congresso ajudasse o Brasil já tinha decolado..,0
"Eu sou otimista, mas sei que vai demorar. Que jamais me falte fé.",0
"Estamos em um grande barco a remo metade 50% rema para frente 25% não rema 25 % rema para trás ,e culpa do Presidente, não, somos nós brasileiros devemos remar ele apenas põe ordem na embarcação ,por favor Brasil temos muitos brasileiros que não fazem nada pra melhorar estamos no mesmo barco ,perde um perde todos ou tô errado?",0
Eu não fui entrevistado! Mas estou muito confiante com essas mudanças graças a família Bolsonaro!🙏🏻🙏🏻 que Deus os guie nessa jornada!,0
TE AMO BOLSONARO! 💕💕❤️❤️ TE AMO MEU BRASIL! PORRA ESTOU FICANDO LOUCO DE AMOR PELO MEU PAÍS. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0
Rumo ao progresso meu amado BRASILLLLLLL 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0
@user porque o governo do meu glorioso estado pernambuco teima em fazer o lançamento do 13° do bolsa famila se é um progama federal que o Planalto pagará para todos os beneficiados do progama?,0
"Eu estou no grupo dos 50%, super otimista.",0
Melhor Presidente da História do Brasil. 👏👏👏👏👏,0
"O que vocês da familia Bolsonaro fizeram foi histórico! Vocês são a prova viva de que com real determinação e real força de vontade o ser humano chega aonde ele quiser chegar. Admirarei eternamente seu pai. 👏👏🇧🇷 Apenas para frisar = até 2 anos atrás eu era esquerdista, e eu era totalmente anti-bolsonaro. Obrigado por abrirem meus olhos a tempo. 👍👍🇧🇷🇧🇷🇧🇷🇧🇷",0
"O preço da carne subindo também,mas com remuneração de R$33,763 tá tranquilo né deputado.",0
🇧🇷Ordem e Progresso!!!👏👏👏,0
"A esquerda não sabe mais o que fazer para derrubar Jair Bolsonaro. As esperancas deles estão acabando. Já a nossa esperança, essa jamais se abalou. QUEM ESTÁ CERTO, NÃO TEME! ✊✊🇧🇷🇧🇷🇧🇷🇧🇷",0
Nesse pode acreditar pois Alexandre Garcia é de respeito 🙏🏻🙏🏻👏🏻👏🏻,0
Eu faço parte dos 50% hehehe 🇧🇷,0
A caixa e o BB tinham que lançar o cartão de crédito e débito saindo do domínio do Visa e Rede card,0
"Estou muito confiante o Brasil já deu certo, estão reclamando do preço da carne, culpando o presidente, ele não tem vacas, se tá caro não come, tem outras opções",0
"O Brasil entrando nos trilhos...Avante Brasil,muito obrigado Presidente Bolsonaro!!!🇧🇷🇧🇷🇧🇷",0
"Participei de uma palestra do Luiz Rabi, Serasa, e fquei muito contente e otimista com o que vi 👏👏. Fruto do grande trabalho que o governo vem fazendo 💪.",0
"Nós vamos respirar forte,a economia vai melhorar,tenho fé em Deus e em nosso presidente.",0
"Pode colocar a selic a zero que o Brasil não destrava com essa legislação trabalhista e as convenções sindicais prejudicando as pequenas empresas ,estados e município não tem dinheiro e a médio prazo o Brasil trava em 2022 com os tais de direitos adquiridos no setor público",0
Maravilhosa!! Feminista !! Negraaaa!!! 🌹,0
"Lindaça a miss universo, parabéns!👸🏿🌺🌺🌺👏🏼👏🏼👏🏼👏🏼😚😍",0
Foi lindo e eu apostei nele desde o início. Uma das poucas notícias alegres deste ano.,0
E como é linda!!! 😍,0
Massa! 👊👊👊,0
"Hoje, assistindo uma entrevista no programa do Juca Kfouri, não me lembro o nome do entrevistado pois peguei no final, o cara disse o seguinte: a Damares não é louca, ela sabe bem a que veio, as falas do ministro do trabalho são arquitetadas, o Silvio também sabe o que está fazendo, ou seja, parece um roteiro a ser seguido por todos os que rodeiam o presidente, os apoiadores do golpe, até seus eleitores. É uma desconstrução de tudo o que levou décadas para ser feito de bom no campo da educação, cultura, artes, liberdades, democracia. É terrível, mas verdadeiro. Tenho percebido isso inclusive nos grupos familiares e de trabalho, quando se faz uma crítica ou se mostra a verdade do que vem acontecendo, rapidamente alguém corre para mudar o foco. Foi uma lavagem cerebral planejada.",0
Linda!!!❤️.,0
Maravilhosa,0
Nossa ...ela é lindíssima,0
Linda,0
"Também sou contra, mas.. que mulher linda!",0
E graças as lutas de muitas o Miss Universo tá deixando de ser um concurso somente de beleza.,0
"Temos que ocupar todos os espaços, usá-los a nosso favor. Foi o que fez Zozibini Tunzi. 👏🏾👏🏾👏🏾👏🏾",0
"Muito merecido, ela é linda demais!👏👏👏👏👏",0
Maravilhosa em todos os sentidos!,0
Parabéns para os jurados!,0
"Ele é linda pois a natureza dela é maravilhosa, e transborda beleza pelo simples fato de ser natural em sua essência. Bela",0
"Fiquei feliz com isso, mas ainda sim contrariada pq tbm não gosto de concursos de beleza. É uma conquista da pele, porém ainda estamos presos a uma mulher magra, traços finos bem no padrão modelo. Até qdo as mulheres mais lindas serão as do padrão modelo? Que bom que para além do corpo, ela teve uma presença discursiva importante tbm.",0
@user não é proibido não. Olha quanta felicidade!,0
Essa passou na fila da beleza várias vezes 😍,0
👏👏👏 é isso que tá faltando em quem votou nesse Sr. bom senso para reconhecer o erro. Que não foi pequeno.,0
"Por favor, poste quando entender mais sobre o tema. Tb possuo altas dúvidas. Contudo, viva a África 💜",0
Linda demais!,0
"Linda, esguia. Show",0
Eu fico sei lá onde com tanta beleza junta. Ela é linda demais.,0
"Nao é só mais um concurso de beleza, é representatividade.",0
Linda! Bem merecido o título de Miss Universo!,0
"Normal, o fato de ser negra contou muito",0
Lindíssima! Uma deusa!,0
Super linda!,0
"Parabéns para esta belíssima mulher, lindaaaaaaaa",0
Penso assim e to feliz pelo mesmo motivo. @user tu lembra que falamos isso uma vez sobre o Mister?,0
Muito maravilhosa😍,0
Incontestável,0
"Não foi só mais um concurso, FOI O CONCURSO. MUITAS AFROS E ASIÁTICAS, UMA AFRO FEMINISTA DE VERDADE, DE CABELOS NADA PADRÃO ( LISO E GRANDE) E SUPER ENGAJADA. ME SINTO MUITO BEM REPRESENTADA 💗👏👏👏👏💪👭",0
Maravilhosa 👏👏Uma pintura😍,0
Simplesmente uma Deusa!!!😍😍😍,0
"Nossa ela é linda, maravilhosa 😍😍",0
Foi maravilhoso! ❤️❤️❤️,0
Fiquei emocionada,0
"O MU deixou de ser apenas um concurso de beleza desde que saiu das mãos de Donald Trump, Manu. As misses precisam ser bastante engajadas em projetos sociais e assumem o compromisso de dedicar o ano de reinado a causas humanitárias. Além disso, as juradas (não tem mais juradOs) não são mais tão exigentes com medidas. Quanto mais carismática, empoderada, comunicativa e ativista a miss for, maiores são as chances dela levar a coroa. Nossa Miss Brasil @user é uma feminista super militante, atuante, de nos encher de orgulho.",0
Ela é muito linda! 🌹,0
Emocionante! Finalmente uma boa notícia em um mundo que tá ficando tão bizarro! Parabéns!,0
"E que discurso meu Deus, orgulhosa💞💞",0
O politicamente correto as vezes é muito chato moça.Qual o problema dos concursos de beleza? É só mais um.Porque precisa justificar que gostou da moça negra ganhar?,0
"Divina demais. Uma deusa de mulher. E quando assumiu o microfone , deixou todos emocionados com suas palavras , representatividade explodiu ali para a mulher negra, sempre subjugada como objeto (e sem valor) ... e a Miss Sul-africana mostrou que a luta ainda não acabou",0
Oba💕 também quero te dar um abraço,0
"Negra, de cabelos curtos, com uma fala emponderada... Ela é linda!! Deu de padrãozinho e misses sempre iguais! Toda mulher pode ser linda!",0
"O olhar dela é maravilhoso, mas o discurso é muito melhor. 😍😍",0
O mundo bem representado pela miss universo .,0
Rainha de ébano,0
Huhuuuuuu. Viva a beleza dessa mulher! Maravilhosa.... Somos fortes e unidas venceremos.. 🙌👏,0
"Mas o miss universo n coloca a mulher de maneira objetiva da. Tem q ter conteúdo, causas sociais, tem q ser empoderada... Se informe melhor!",0
Que linda! ❤️,0
A beleza dela transborda através das palavras que pronuncia.,0
Maravilhosa❤️,0
Q linda!!!! Bela mulher!!!! Parabéns a ela e a África do Sul!!! 👍👏👏😊😍,0
"Alem de bonita, inteligente!",0
"Exatamente!!! Sou pessoalmente contra esse tipo de comparação com nós mulheres - considero isso uma leviandade! Mas quando alguém consegue transcender esse lugar, e, com esse nível de consciência e empoderamento , não é só sobre um concurso, estamos falando de representatividade...e precisamos de mais vozes como a dela! ❤️😍",0
Gata de mais👏👏👏😍😍😍,0
Maravilhosa!!!❤️,0
Vejo este momento como uma representatividade necessária...viva!!!,0
Não tem o que discutir!! Lindíssima! E que discurso!! 👏,0
Maravilhosa linda exemplar Vitória merecida demais,0
"Isso é fantástico, enquanto aqui no Brasil alguns políticos só fazem besteiras com relação a consciência negra, lá fora se valoriza a beleza da mulher negra 😍😍😍😍👏👏👏👏👏",0
Esplêndida!!!,0
Lindíssima 👏👏,0
Lindíssima 👏👏,0
"Que mulher linda!, que sorriso, que elegância, que charme...beleza que transborda 🔝🔝🔝👏👏👏👏👏",0
"Eu concordo com essa legenda sim, tb sou contra essa objetivação do corpo feminino, mas temos que aplaudir essa conquista, um evento tão onde a branquitude sempre reinou",0
"Eu me sinto muito feliz em ver uma negra conquistar esse concurso! É um concurso de beleza apenas, e dai ? Que bom que a beleza negra foi exaltada de forma gloriosa, no topo do mundo! Viva a beleza negra! Salve! salve! África do Sul 👏👏👏👏",0
"Tu deveria assistir antes de alegar porque nós mulheres cansamos de ser objetificadas, foi justamente por isso estar mudando, que Zozibini Tunzi foi eleita a Miss Universo na noite de ontem. Ela não venceu por ser uma mulher negra, ela venceu porque teve foi a mais compentente. As respostas poderosas, uma história de vida incrível, ela mora em uma das áreas pobres da África do Sul, a comunidade dela vive em uma tribo e tem um próprio idioma. Ela já tentou o Miss África do Sul em 2017 e foi negada, e voltou esse ano, e ganhou. Ela sinônimo de luta, resistência e perseverança. Por isso ela ganhou. Assim como outras também, maravilhosas mereciam. Sabia que nesse ano tivemos uma Irlandesa, negra, afrodescendente, que é pesquisadora da Nasa? Pois bem, são mulheres assim que esses concursos estão nos fazendo conhecer.",0
"Pelo jeito que escreve, denota que o concurso se baseia apenas no físico, e não! Ela foi eleita por ser a melhor personalidade. São feitas entrevistas e acredito que ela será modelo, não apenas no que tange estética, mas modelo de ações. Seus pensamentos, tiveram um peso maior, porque se não, não faria sentido todas as entrevistas que são realizadas durante o evento. As mulheres negras não precisam de aceitação quando o seu pensamento inicial é não gostar.",0
"Concordo contigo, também sou contra essa competição de beleza. O bonito se faz belo, aos olhos de quem o contempla. Uma pessoa pode ser bela, não interessando sua estatura, peso, cor, raça ou etnia! O único alento e mérito que vejo neste concurso é ter quebrado o estereótipo histórico que contemplavam em anos anteriores.",0
"Pra mim conta mais valor ainda, o discurso dela, o seu posicionamento firme e empoderado. Meus parabéns à essa bela (por dentro e por fora) MULHER!!! ❤️",0
"E o discurso dela sobre a importancia de ocupacoes de espacos por mulheres e por mais liderancas femininas, foi maravilhoso!!! q potencia! q forca! Amei! Assistam! Eu vi foi um discurso de uma futura lider. Encantada. 👏😍",0
o concurso de Miss não é um concurso de beleza. essa é uma síntese equivocada do concurso.,0
"Diva, concordo com você sobre o concurso.",0
"Pena que as grandes personalidades não apoiaram a nossa Miss Brasil, que levou um projeto empoderado e um traje típico em homenagem à Marta com um protesto contra a agressão doméstica. @user arrasou. A noite foi salva pela Miss SA que foi perfeita!",0
"Linda, esplêndida.🎉👋",0
Que@ sabe as coisas mudam é isso seja natural em tds os aspectos 🙏,0
É realmente uma resposta à luta de tantas mulheres e homens pela democratização dos espaços. Me sinto contente e revigorada para continuar nesta luta.👏👏👏👏👏,0
Foi merecida! Inteligente e consciente! Foi autêntica! E feliz nas suas respostas! Sem dúvida fez a diferença!,0
Parabéns que Deus abençoe o reinado dela👏👏👏,0
"Linda linda Mulher ou melhor Belíssima Ser Humano e guerreira. Bela mulher que representa a beleza humana, em especial, a negra com toda sua amplitude e representatividade. Sim, vence tb, ou melhor, ganha a diversidade e luta por dia melhores e condições a este povo... Sim representatividade de pessoas e discurso com ou pra uma raça e pessoas que são tão ou qnto mais belas que qlqer raça. Viva a negritude!! Viva a diversidade !! Viva a África do Sul !! Salve salve a Miss Africa do Sul do mundo.",0
"Foi a primeira vez que uma mulher negra foi eleita miss universo? Eu tinha impressão que já tinha acontecido antes. De qualquer forma, é sempre importante que se reconheça a beleza negra.",0
"Ontem não consegui assistir, hoje quando vi o resultado Amei fiquei emocionado 👏👏👏👏👏",0
Rainha nossa!!! Lute por esse povo tão judiado!!!,0
Linda parece uma Rainha e é 😘👏,0
"Lindíssima, parabéns!! 😍😍👏👏👏 quem acha q mulher não gosta de ser bonita tá mto enganado...",0
Lindíssima. ❤️❤️❤️,0
Eu considero tão desnecessário esse concurso! Mas representatividade foi importante!,0
"é só as mulheres pararem de participar deles... me desculpa mas me parece que tão querendo colocar a culpa no mundo já está nas mãos de vocês, o comércio ou simplesmente se aproveita de uma limitação pessoal, a vaidade",0
"Dircurso lindo , mulher maravilhosa!",0
"Manu, acredito q nós permitimos essa objetificacao, o dia q pararmos de participar e andar nesses padrões, aí a coisa muda.",0
"Mas ainda queremos ser mulheres, e q mulher não quer ser bonita? A luta do feminismo não devia excluir a feminilidade. Sou feminista mas sou feminina. Um não exclui o outro. Parabéns a vencedora , nos mulheres negras merecemos mesmo .",0
"Muito merecida👏👏 linda, inteligente, humilde e agr miss😍",0
Que linda! Quando olho para uma pessoa o que menos me importa é a cor da pele.,0
"Esse não foi só um concurso de beleza. Este foi um marco na história. Essa mulher precisa ser vista e ser ouvida pq outras milhões como ela precisam se sentir representadas e precisam ser ouvidas tbm. Quando ela fala, fala por muitas. Eu estou muito feliz por ela ter ganho. Que elas saibam a importância que têm para o mundo. 👏🌹💖",0
"Verdade, deve ser comemorado, o mundo mudou, devagar ou não, mas temos avanços.",0
"Em uma pessoa só é possível sentir o peso da representatividade. Estou admirado pela força, inteligência e beleza dessa mulher. Merecido título que realmente mudará algo no mundo",0
Uma lindeza,0
"Querida, miss universo deixou a anos de ser um concurso apenas de beleza! Eles avaliam muitas outras coisas.",0
E ela é maravilhosa! Muito linda!❤️🌹,0
Nossa ela é muuuito linda maravilhosa representou muito a raça negra,0
Esse sim foi um grande dia!!!,0
"@user mas pelo menos a cada ano, pq eu não resisto e assisto sempre, os organizadores vêm aumentando os momentos de fala e expressão de conquistas e personalidade das candidatas além da beleza... Ainda são muitas falas de efeito, c/ conteúdo midiático, mas algumas estão muito sensatas e empoderadoras APESAR do contexto concurso de beleza...",0
"Esse negócio de mulher NEGRA está por fora. Foi escolhida uma MULHER LINDA do continente africano. Mulher é mulher. Ou ela é diferente das outras por causa da sua cor. É mais sensual, mais carinhosa, mais inteligente...???",0
"Merecido,linda,linda 👏🏻👏",0
"Ela ganhou não somente pela beleza, mas também pelo posicionamento e elegância! ❤️",0
Lindíssima! Parabéns!,0
É um concurso importante sim. Ponto. Olha o alcance que ele tem. Olha o alcance que o discurso dela está tendo. Não desmereça um concurso só por ser de beleza.,0
"Não é só beleza, Manuela. O formato dessa organização luta pela diversidade, representatividade, na tentativa de dá voz às minorias. Cada menina dessa leva uma causa social. Elas realmente têm que levantar uma bandeira e isso é acompanhado de perto. Longe de ser o padrão que vc expôs. Esse menina foi eleita lutando contra o racismo e a representatividade de jovens negros. Ela sim, milita de verdade.",0
"Minha mulher é negra e ela também é muito bonita. Cor é um detalhe do mundo da beleza, seja negra, branca, amarela ou jambo.",0
Que mulher linda!!! Parabéns ❤️❤️❤️❤️❤️❤️,0
